,acousticness,analysis_channels,analysis_sample_rate,artist,danceability,duration,duration_ms,end_of_fade_in,energy,instrumentalness,key,key_confidence,liveness,loudness,mode,mode_confidence,song,speechiness,start_of_fade_out,tempo,tempo_confidence,time_signature,time_signature_confidence,trackid,valence
2223,0.813,1,22050,Celine Dion,0.461,154.14667,154147,0.2322,0.368,0.0,10,0.396,0.0847,-10.682,1,0.483,Happy To Meet You,0.0322,145.65878,135.657,0.402,4,1.0,460VP1cs0GA8BBqvyDYAfg,0.376
2224,0.000692,1,22050,Celine Dion,0.477,214.76,214760,0.08177,0.756,0.0,10,0.224,0.19,-5.783,0,0.294,Happy X-mas,0.0293,200.18503,141.86,0.715,3,0.987,4RT2cdLuHfobI0JdqW7V1W,0.608
2225,0.00497,1,22050,Celine Dion,0.625,198.26667,198267,0.1098,0.951,0.0,3,0.396,0.106,-5.209,1,0.576,Have A Heart,0.0494,188.90014,128.01,0.924,4,0.995,1HykUKaVU0CEUvv1vLKkXj,0.721
2226,0.921,1,22050,Celine Dion,0.29,144.88,144880,0.38385,0.247,0.00565,7,0.575,0.0917,-12.125,1,0.583,"Here, There And Everywhere",0.0383,136.85841,165.361,0.141,4,0.931,2B4Y9u4ERAFiMo13XPJyGP,0.36
2227,0.125,1,22050,Celine Dion,0.612,201.81333,201813,0.33669,0.744,2.57e-06,8,0.573,0.0978,-5.671,1,0.773,I Believe In You,0.033,191.10603,113.009,0.707,4,0.957,67aeyMdt7cgb8l9zg53Pfm,0.527
2228,0.601,1,22050,Celine Dion,0.594,207.93333,207933,0.16812,0.808,0.0,1,0.619,0.119,-5.749,1,0.684,I Don't Know,0.0615,199.11692,144.028,0.28,4,0.985,3yOs8FffuG6hPbzQG9lIqV,0.73
2229,0.655,1,22050,Celine Dion,0.478,226.89333,226893,0.0,0.624,0.00197,5,0.623,0.114,-11.16,1,0.591,I Drove All Night,0.0393,216.00943,138.708,0.181,4,0.573,6U7QjXYOaLJ741cIWPBTyN,0.579
2230,0.312,1,22050,Celine Dion,0.425,259.86667,259867,2.17107,0.555,0.0,6,0.336,0.0661,-6.687,1,0.455,I Got Nothin' Left,0.0367,250.03247,142.325,0.4,4,1.0,6u8IcWFA1yQM39j61EGwuf,0.258
2231,0.426,1,22050,Celine Dion,0.343,282.8,282800,0.19211,0.404,0.0,2,0.281,0.0991,-8.748,1,0.451,I Hate You Then I Love You,0.0402,270.01905,139.579,0.231,4,0.93,3Ww81w7A6RsX4nuWCuI2Pr,0.123
2232,0.307,1,22050,Celine Dion,0.556,251.25333,251253,0.15651,0.517,0.00115,9,0.676,0.077,-8.769,1,0.345,I Knew I Loved You,0.0287,238.06259,169.938,0.026,4,1.0,68K0qD0VDqdm0eWXsGqnvM,0.779
2233,0.348,1,22050,Celine Dion,0.421,177.29333,177293,2.83283,0.535,0.000194,0,0.789,0.194,-6.556,1,0.722,I Know What Love Is,0.0288,170.95111,62.671,0.206,4,0.738,3PPeqAc0fCfFdh8cUYShn6,0.221
2234,0.687,1,22050,Celine Dion,0.492,251.03374,251034,0.24961,0.275,0.0,6,0.769,0.101,-13.4,0,0.69,I Love You,0.3,240.58195,92.6,0.17,4,1.0,7vRriwrloYVaoAe3a9wJHe,0.18
2235,0.0256,1,22050,Celine Dion,0.595,241.94667,241947,0.17986,0.798,1.17e-06,0,0.512,0.297,-3.853,1,0.59,I Love You Goodbye,0.0307,231.90349,106.989,0.958,4,1.0,0SSLB8KDiZtgDRQ0rAs3SA,0.476
2236,0.0725,1,22050,Celine Dion,0.497,191.92,191920,0.17968,0.901,0.0,2,0.519,0.299,-4.235,1,0.504,I Met An Angel (On Christmas Day),0.117,187.24571,156.238,0.186,4,1.0,3bpRQmmQxUdgOrYuwHT2b7,0.755
2237,0.000468,1,22050,Celine Dion,0.501,199.29333,199293,0.26172,0.924,3.77e-06,0,0.802,0.119,-3.903,1,0.698,I Remember L.A.,0.0567,185.90476,178.893,0.651,4,0.529,4EPgjvnIn2Nv5pZLPa4IFU,0.881
2238,0.0211,1,22050,Celine Dion,0.273,346.34667,346347,0.0,0.529,0.00284,5,0.433,0.206,-7.353,1,0.446,I Surrender,0.034,337.86195,154.1,0.036,3,0.974,1urrG04mC0IopJD7vpKiiW,0.134
2239,0.601,1,22050,Celine Dion,0.36,273.57333,273573,0.27274,0.484,0.0,3,0.346,0.154,-6.221,1,0.586,I Want You To Need Me,0.0359,260.70785,129.711,0.256,4,0.794,50u8ir57bTUpFpmLqsfyVG,0.135
2240,0.357,1,22050,Celine Dion,0.734,222.28,222280,0.49828,0.485,0.00019,4,0.43,0.0401,-13.865,0,0.483,If That's What It Takes,0.0465,207.20327,95.321,0.824,4,1.0,5GvWrvLIqoHroq7YvO260M,0.933
2241,0.00879,1,22050,Celine Dion,0.588,182.29234,182292,0.37166,0.79,0.0,4,0.071,0.0954,-4.762,0,0.336,If Walls Could Talk,0.0776,177.97515,121.899,0.694,4,1.0,0nCVLAhIUrLQ34Vw5vTXNP,0.499
2242,0.00813,1,22050,Celine Dion,0.565,285.92,285920,1.0278,0.877,0.00251,5,0.672,0.26,-4.561,0,0.531,I'm Alive,0.0614,283.35891,118.484,0.845,4,0.902,1z4xjDLLWJgG48Bn8OCxZv,0.389
2243,0.0798,1,22050,Celine Dion,0.633,318.06667,318067,0.19152,0.543,0.00671,2,0.917,0.0964,-9.142,1,0.828,Immortality,0.0296,295.86866,129.089,0.698,4,0.62,5TxUedy2CM04QihDdOFnsk,0.118
2244,0.167,1,22050,Celine Dion,0.585,234.42667,234427,0.19161,0.476,0.00103,5,0.656,0.134,-4.584,0,0.626,In His Touch,0.0263,227.45687,110.013,0.304,4,1.0,6Smg6ABk0ThkrVmmf0bkCl,0.216
2245,0.649,1,22050,Celine Dion,0.388,306.76,306760,0.28599,0.459,2.37e-06,2,0.237,0.193,-10.717,1,0.512,In Some Small Way,0.0554,290.62095,154.043,0.146,4,0.994,27gmW1b7IJZsJQEFKr3t4q,0.398
2246,0.793,1,22050,Celine Dion,0.361,215.02667,215027,0.35497,0.441,0.0,9,0.532,0.174,-6.891,0,0.598,Je Ne Vous Oublie Pas,0.0349,208.21333,139.369,0.009,4,0.497,5EwWqjWrwbuXBricL9tH5X,0.455
2247,0.0722,1,22050,Celine Dion,0.893,327.16,327160,0.1741,0.583,0.0,11,0.614,0.101,-5.702,0,0.662,Just A Little Bit Of Love,0.0769,320.02322,104.757,0.342,4,1.0,1m0rLkQgaGGDTriUUg4jnq,0.857
2248,0.451,1,22050,Celine Dion,0.656,220.58667,220587,0.25011,0.731,2.26e-06,2,0.355,0.0811,-5.315,1,0.43,La Do Do La Do,0.0876,212.7122,144.005,0.194,3,0.998,0gorODYIUfyg83lBPnPbZs,0.649
2249,0.766,1,22050,Celine Dion,0.0658,277.10667,277107,0.0,0.11,0.902,9,0.456,0.114,-23.16,1,0.441,La Religieuse,0.0482,263.97605,73.941,0.13,4,0.695,1BklYoDLPDgTwRtIR4MP5S,0.0378
2250,0.0533,1,22050,Celine Dion,0.544,224.24,224240,0.25537,0.738,0.0,11,0.619,0.0785,-7.457,0,0.606,Laissons Entrer Le Soleil,0.0594,217.11238,119.323,0.804,4,1.0,2IvsJEIjx8fWfkTWDCuEYm,0.736
2251,0.654,1,22050,Celine Dion,0.552,263.26667,263267,0.19066,0.402,0.000454,8,0.856,0.0724,-8.777,1,0.756,Le Ballet,0.0355,249.26041,126.185,0.381,4,0.008,4Eb8bYd5yS0YqtBahtayIC,0.38
2252,0.925,1,22050,Celine Dion,0.432,156.89333,156893,2.50776,0.0554,0.0749,2,0.652,0.101,-22.279,1,0.668,Little Bit Of Love,0.0395,143.34839,173.945,0.203,3,0.462,09g4TuWLxMmrOTt1kzS47Z,0.361
2253,0.128,1,22050,Celine Dion,0.488,230.24,230240,0.15596,0.673,0.0,7,0.709,0.398,-5.743,1,0.78,Loved Me Back To Life,0.0495,224.74014,146.197,0.369,4,1.0,1YUOlePfiz9kxJRuwECzjn,0.479
2254,0.0238,1,22050,Celine Dion,0.665,251.6,251600,0.48073,0.829,1.1e-06,1,0.326,0.0187,-5.741,1,0.436,Lovin' Proof,0.0257,234.92209,107.918,0.92,4,1.0,2wjCT6QwVk0nvkeqdgevbx,0.639
2255,0.0,1,22050,Celine Dion,0.0,73.88676,73887,0.0,2.01e-05,0.0,5,0.474,0.0,-15.776,1,0.509,Lullaby,0.0,73.88676,0.0,0.0,0,0.0,67iF3DdebmElASIGoebYt1,0.0
2256,0.116,1,22050,Celine Dion,0.633,243.53333,243533,0.32635,0.922,0.000465,11,0.424,0.071,-4.842,0,0.466,Make You Happy,0.0454,236.94803,84.11,0.473,4,1.0,4l1MNtoCiTxBwf6yxD7kFd,0.686
2257,0.557,1,22050,Celine Dion,0.509,231.2,231200,0.3922,0.56,0.0,2,0.649,0.568,-12.06,0,0.53,Mamy Blue,0.0989,225.95338,112.619,0.699,4,0.995,66GLDVt5iyBBGfoWQ2WmbC,0.489
2258,0.0116,1,22050,Celine Dion,0.577,188.25179,188252,0.24367,0.791,0.0,5,0.491,0.179,-3.054,1,0.469,Miracle,0.0316,183.7395,124.013,0.722,4,0.912,3lQSzRo5BkodChgpBOomvv,0.431
2259,0.0157,1,22050,Celine Dion,0.842,246.29333,246293,0.20322,0.644,0.00205,11,0.541,0.0369,-7.814,1,0.539,Misled,0.0456,239.27002,122.357,0.979,4,1.0,1TTRvU5OO7CUZQlj3ujFce,0.933
2260,0.182,1,22050,Chaka Khan,0.646,238.73333,238733,0.3658,0.748,0.00119,4,0.317,0.0979,-6.961,0,0.336,A Woman In A Man's World,0.0415,225.6341,125.074,0.836,4,0.812,6054n07nb77XDERXNERrzO,0.837
2261,0.922,1,22050,Chaka Khan,0.422,269.56,269560,0.28898,0.264,0.0,8,0.442,0.132,-7.064,1,0.579,All Of Me,0.0322,265.26476,119.93,0.011,4,0.665,3U4isOIWM3VvDubwSI3y7a,0.331
2262,0.0786,1,22050,Chaka Khan,0.689,199.00395,199004,0.26703,0.817,0.0,1,0.733,0.105,-4.503,1,0.693,Baby Me,0.0378,199.00395,160.046,0.126,4,1.0,5FpLsvdRNgWSEBWHx2VIkH,0.865
2263,0.117,1,22050,Chaka Khan,0.666,356.96,356960,0.26712,0.531,1.39e-06,7,0.544,0.039,-9.881,0,0.561,Be My Eyes,0.0521,341.17079,137.17,0.591,4,1.0,18sytW2s53Of6NVudQyUlH,0.551
2264,0.104,1,22050,Chaka Khan,0.625,289.24,289240,0.37147,0.456,0.000161,9,0.881,0.334,-9.537,1,0.588,Best Of Your Heart,0.0364,271.7141,73.927,0.161,4,0.865,5mCQirG6bW3iDN0gpdoxrP,0.642
2265,0.00844,1,22050,Chaka Khan,0.885,356.37333,356373,0.0,0.765,9.87e-05,9,0.352,0.0981,-5.806,0,0.36,Betcha I,0.275,356.37332,104.466,0.661,4,1.0,24ubPZy7FsV76XMzrjh6TN,0.484
2266,0.0397,1,22050,Chaka Khan,0.759,127.09592,127096,0.0,0.634,0.0,5,0.729,0.109,-10.344,0,0.683,Better Days,0.284,114.21315,150.126,0.088,4,1.0,37B4GLH6OzUTUAMLRoJpdf,0.742
2267,0.291,1,22050,Chaka Khan,0.866,207.68,207680,0.20907,0.347,7.01e-06,7,0.0,0.109,-9.553,0,0.156,Better Together,0.0685,199.13433,110.063,0.7,4,1.0,4VywXu6umkIQ2OS0m1I79y,0.616
2268,0.953,1,22050,Chaka Khan,0.428,179.77333,179773,0.36576,0.244,0.000144,2,0.429,0.102,-15.447,1,0.542,Blue Love,0.0269,172.47782,100.495,0.676,3,0.986,44AyOl4qVkzS48vBsbNXaC,0.39
2269,0.0703,1,22050,Chaka Khan,0.725,200.86667,200867,0.54717,0.778,2.95e-05,11,0.0,0.195,-11.699,0,0.0,Caught In The Act,0.0998,186.57234,101.182,0.649,4,1.0,7a13xzsyUJGciP6Wr3Ku6R,0.952
2270,0.0244,1,22050,Chaka Khan,0.528,198.84268,198843,0.10449,0.678,0.000283,1,0.385,0.0738,-5.309,1,0.433,Chinatown,0.0279,181.95737,126.03,0.791,4,0.922,0UQc1EkgxdIB3nGVTuAXKI,0.16
2271,0.612,1,22050,Chaka Khan,0.261,274.66807,274668,4.8878,0.524,2.11e-06,2,0.449,0.0923,-6.697,1,0.636,Circles,0.0437,247.34476,58.879,0.058,3,0.472,6REPF37KwcWMqyk6XCuB7p,0.119
2272,0.839,1,22050,Chaka Khan,0.496,334.64,334640,0.42354,0.156,0.00347,0,0.28,0.107,-13.745,0,0.434,Coltrane Dreams,0.0387,322.63546,88.7,0.33,4,0.792,1dWxZBpyJ0ZkmgEqSFTiYQ,0.358
2273,0.0379,1,22050,Chaka Khan,0.546,263.57333,263573,0.19156,0.687,0.059,8,0.624,0.11,-7.473,1,0.633,Come 2 My House,0.0464,245.66712,125.975,0.162,4,0.968,2FdgUdxoP61oGCxk2T7V2H,0.477
2274,0.482,1,22050,Chaka Khan,0.5,406.04,406040,6.93696,0.44,0.000112,3,0.0,0.087,-7.521,0,0.0,Earth Song,0.0319,390.19973,138.374,0.284,4,0.997,4GCGH6TJ69neckwITeBFXK,0.143
2275,0.0418,1,22050,Chaka Khan,0.718,341.13333,340312,0.17977,0.816,0.00281,3,0.267,0.301,-12.075,0,0.458,Earth To Mickey,0.048,326.03719,119.995,0.829,4,1.0,2yJhNfI1ABuxvwqddmPn6s,0.614
2276,0.216,1,22050,Chaka Khan,0.638,190.64,190640,0.42376,0.854,0.0,1,0.625,0.0357,-4.664,1,0.641,Every Little Thing,0.11,186.39819,93.869,0.604,4,1.0,4EpLU30bi1KNWkBTfgZkoK,0.859
2277,0.609,1,22050,Chaka Khan,0.691,229.2,229200,0.3717,0.488,0.282,0,0.0,0.293,-11.661,0,0.214,Everybody Has An Aura,0.0297,216.39256,90.354,0.288,4,1.0,6NPmyXi8lFg9ia2SaIYBVZ,0.858
2278,0.99,1,22050,Chaka Khan,0.368,213.5,213500,0.13415,0.0145,0.938,8,0.452,0.1,-25.912,1,0.58,Everything Changes,0.0562,195.19274,103.702,0.03,4,1.0,7JlChhx7Srvi2bOveY2HOI,0.206
2279,0.258,1,22050,Chaka Khan,0.73,226.65333,226653,0.0,0.487,0.01,4,0.706,0.0852,-10.991,1,0.337,Everywhere,0.0303,204.59683,114.965,0.84,4,0.965,254bXAqt3zP6P50BdQvEsq,0.731
2280,0.00125,1,22050,Chaka Khan,0.811,190.67873,190679,0.0,0.65,0.0,2,0.731,0.102,-4.41,1,0.669,Eye To Eye,0.128,181.34785,146.028,0.869,4,0.993,4vwfOiyWxXeEdx4ejAJgdx,0.179
2281,0.0642,1,22050,Chaka Khan,0.752,271.24,271240,0.34308,0.751,0.00142,8,0.409,0.278,-6.281,0,0.287,Facts Of Love,0.043,256.1161,106.8,0.963,4,0.996,2oxcmG1trE8AKHE9b14Lvx,0.963
2282,0.00907,1,22050,Chaka Khan,0.7,262.88535,262885,0.0,0.735,0.0,9,0.334,0.764,-2.356,0,0.376,Fate,0.0576,262.88535,124.058,0.418,4,1.0,79PaeaCZXyeu2C5XeSBzIv,0.349
2283,0.082,1,22050,Chaka Khan,0.597,232.50667,232507,0.68943,0.617,0.0208,0,0.189,0.0796,-8.707,1,0.393,Father He Said,0.0242,219.60272,98.838,0.367,4,0.494,6JePuy1tTRd1lRsIm5GoEn,0.533
2284,0.00836,1,22050,Chaka Khan,0.818,222.64,222640,0.67311,0.705,0.00233,6,0.392,0.613,-6.679,1,0.49,Feel Good,0.177,217.57678,138.559,0.84,4,1.0,0d28khcov6AiegSCpG5TuT,0.772
2285,0.127,1,22050,Chaka Khan,0.748,300.73333,300733,0.35029,0.499,0.000107,5,0.0,0.116,-14.177,0,0.322,Fool's Paradise,0.0648,285.45451,100.262,0.352,4,1.0,2smHxX4ZmwamJ1Cu3BM3Os,0.845
2286,0.332,1,22050,Chaka Khan,0.672,199.74998,199750,0.24957,0.808,0.0,4,0.701,0.0807,-3.561,1,0.635,"Get Ready, Get Set",0.0337,191.46014,89.978,0.533,4,1.0,3MpwmYhbhZxMv1GNm1Db0K,0.831
2287,0.0901,1,22050,Chaka Khan,0.793,250.05224,250052,0.09873,0.699,0.0,11,0.333,0.223,-4.595,1,0.522,Give Me All,0.0674,241.9171,130.018,0.863,4,1.0,3CyM0qa6rcQwMcpEkHSYYi,0.806
2288,0.000129,1,22050,Chaka Khan,0.436,185.6,185600,0.15025,0.935,0.000141,2,0.403,0.0821,-3.946,1,0.44,Goldfinger,0.0538,182.98485,194.902,0.362,4,1.0,6cL7NCFSvqWrBH5r4mkvVV,0.901
2289,0.245,1,22050,Chaka Khan,0.628,154.84,154840,0.37125,0.712,0.000104,10,0.526,0.283,-8.191,1,0.227,Got To Be There,0.136,146.9649,173.195,0.55,4,1.0,63gcHyuhAC8G2C0bVQUOJI,0.968
2290,0.749,1,22050,Chaka Khan,0.67,109.73583,109736,2.96635,0.609,6.74e-05,7,0.621,0.227,-10.088,1,0.577,Hair,0.0333,103.02113,127.463,0.704,4,1.0,3Hvg5tRKsQlX25wYwgMF9p,0.573
2291,0.234,1,22050,Chaka Khan,0.514,229.35982,229360,0.58612,0.764,0.0,7,0.298,0.0576,-5.161,1,0.448,Half Moon,0.134,224.20027,169.836,0.277,4,1.0,3uA8SjMyDtwtt0jLPMQbVD,0.49
2292,0.295,1,22050,Chaka Khan,0.806,199.37497,199375,0.28068,0.502,0.0,7,0.609,0.14,-10.455,0,0.387,Have A Good Time,0.0881,191.31501,89.99,0.248,4,1.0,42Y6E2dh2n4KXLRdPYCmiF,0.407
2293,0.732,1,22050,Chaka Khan,0.441,245.0,245000,0.22132,0.402,0.0,0,0.264,0.112,-11.4,1,0.677,Have A Little Faith In Me,0.0298,231.89188,156.404,0.146,4,0.734,23EgnmfkdOsDK96ftbVv0Q,0.339
2294,0.417,1,22050,Chaka Khan,0.453,159.48,159480,0.15098,0.145,0.141,0,0.523,0.0916,-17.097,1,0.609,Heaven Bound,0.037,144.1727,122.973,0.266,4,0.921,381vIvmtFl6qO2SEcQcqSh,0.195
2295,0.727,1,22050,Chaka Khan,0.616,37.4,37400,0.32299,0.124,3.77e-06,1,0.539,0.111,-14.702,1,0.496,Heed The Warning,0.397,37.4,114.215,0.083,3,0.767,6TQ4QUyYon01H4tPchEp2M,0.201
2296,0.164,1,22050,Chaka Khan,0.335,241.10667,241107,0.0,0.625,0.0,7,0.459,0.0708,-7.462,1,0.471,I Want,0.0386,225.59347,150.277,0.156,4,0.919,0bYg9bo50gSsH3LtXe2SQn,0.346
2297,0.109,1,22050,Chaka Khan,0.83,274.8,274800,0.37138,0.691,0.000526,0,0.254,0.0769,-13.898,1,0.386,I'm Dancing For Your Love,0.0387,267.68544,123.797,0.88,4,1.0,6fgp7b7ni2ILhAtbOEaXRl,0.836
2298,0.0145,1,22050,Chaka Khan,0.537,213.26667,213267,2.54839,0.929,0.000618,5,0.418,0.188,-4.957,0,0.634,I'm Every Woman,0.0446,208.20753,114.785,0.851,4,1.0,2M55R2A9IAhLdsCGFj8r8k,0.717
2299,0.0218,1,22050,Chaka Khan,0.428,182.61333,182613,0.0,0.9,4.3e-05,11,0.0,0.113,-4.064,1,0.306,In Love We Grow,0.093,173.87683,170.349,0.36,4,1.0,6BrmUE7ASPVry5ig5lF35j,0.702
2300,0.013,1,22050,Chaka Khan,0.551,240.76,240760,0.0,0.801,6.03e-06,6,1.0,0.265,-5.069,1,0.979,It's You,0.0303,229.87175,128.027,0.881,4,0.99,1mMLMZYXkMueg65jRRWG1l,0.625
2301,0.105,1,22050,Chaka Khan,0.461,248.89333,248893,0.22653,0.833,0.00419,11,0.495,0.0741,-6.082,0,0.503,Jigsaw,0.0481,238.05098,165.635,0.666,4,0.991,15ea10YpJIl3mJq75yzqsD,0.808
2302,0.174,1,22050,Chaka Khan,0.815,225.17333,225173,0.31338,0.571,0.113,7,0.071,0.0778,-12.897,0,0.135,Jive Talkin',0.0578,214.91229,105.895,0.955,4,1.0,4t0Pj3iBnSCZv5pDEPNmzG,0.704
2303,0.0509,1,22050,Chaka Khan,0.794,276.76,276760,0.0,0.934,0.144,9,0.723,0.474,-6.096,1,0.508,Journey 2 The Center Of Your Heart,0.0267,272.67193,119.536,0.809,4,1.0,3feuRvzBOeubbEVhm4plbC,0.971
2304,0.304,1,22050,Chaka Khan,0.629,274.29333,274293,0.25002,0.841,0.00837,2,0.187,0.221,-10.484,1,0.251,Keep Givin' Me Lovin',0.0359,261.20707,88.98,0.307,4,1.0,61EenSA8G2ZBBhHARmePzf,0.843
2305,0.003,1,22050,Chaka Khan,0.662,241.78667,241787,0.0,0.796,0.000111,6,0.493,0.0955,-4.341,0,0.531,Keep It Coming,0.033,231.07338,115.968,0.938,4,1.0,203Vl9qb9dBk9PIT127j3z,0.779
2306,0.0469,1,22050,Chaka Khan,0.674,189.93333,189933,0.50499,0.778,0.0,0,0.519,0.145,-5.367,1,0.565,Keep Your Head Up,0.0376,180.44807,90.01,0.272,4,0.963,4Jz4bjXeiF2SXVj9P4YfY5,0.816
2307,0.0086,1,22050,Chaka Khan,0.745,300.73333,300733,0.0,0.928,0.344,11,0.672,0.231,-8.65,1,0.611,Life Is A Dance,0.0672,300.73334,125.259,0.694,4,1.0,04VEU7913wxbcgLOcyqtX6,0.537
2308,0.729,1,22050,Chaka Khan,0.535,232.09306,232093,2.01433,0.509,3.59e-06,6,0.691,0.601,-7.519,0,0.765,Little Boy Blue,0.0562,221.23392,92.249,0.094,4,1.0,22AAitJKemmJmEztB4WOtd,0.594
2309,0.0849,1,22050,Chaka Khan,0.391,240.46667,240467,0.41642,0.704,4.98e-06,9,0.411,0.11,-8.258,1,0.616,Look Through My Eyes,0.0401,227.21887,158.258,0.709,3,0.995,400abutrj9yS5YBkd3fE6P,0.389
2310,0.109,1,22050,Chaka Khan,0.7,216.0,216000,0.42331,0.521,0.0183,4,0.497,0.0748,-12.748,0,0.464,Losers In Love,0.0376,207.43546,120.567,0.554,4,1.0,4Q1DYH8RPh7QuNoLEIMqIB,0.574
2311,0.388,1,22050,Chaka Khan,0.328,295.04,295040,0.36571,0.703,2.09e-05,8,0.462,0.125,-7.68,1,0.453,Love Has Fallen On Me,0.15,277.72227,175.392,0.031,4,0.983,7s1RAjj0ReNlRn4ZVBzEif,0.558
2312,0.786,1,22050,Chaka Khan,0.556,173.70667,173707,0.0,0.316,3.46e-06,0,0.704,0.129,-8.063,0,0.652,Lullaby Of Birdland,0.0348,165.10549,129.95,0.115,4,0.92,2CjCVtzgjrlUiHFPCHMviA,0.319
2313,0.209,1,22050,Chaka Khan,0.5,410.53333,410533,0.0,0.446,9.28e-06,1,0.802,0.256,-13.55,1,0.671,Maybe Your Baby,0.0652,405.86739,92.513,0.394,4,0.997,0x3jYUWbnbygky6JSnoSpX,0.64
2314,0.968,1,22050,Chaka Khan,0.423,167.23474,167235,0.17261,0.135,0.00134,7,0.602,0.106,-16.972,1,0.616,Miles Blowin,0.0292,155.02222,95.712,0.32,4,1.0,1w24qOi0LztMeMj1oBXRPc,0.282
2315,0.257,1,22050,Chaka Khan,0.629,253.32,253320,0.14531,0.81,0.00856,5,0.621,0.305,-7.018,0,0.567,Move Me No Mountain,0.0336,247.57696,99.923,0.559,4,1.0,0kgnNHZH8pY7TXYS7xtCBk,0.853
2316,0.273,1,22050,Chaka Khan,0.713,271.33333,271333,0.14494,0.678,0.0,5,0.127,0.149,-3.525,0,0.374,My Destiny,0.102,265.37506,138.009,0.061,4,0.726,7H6ev70Weq6DdpZyyTmUXk,0.734
2317,0.656,1,22050,Chaka Khan,0.375,265.65469,265655,3.53524,0.477,4.21e-05,3,0.21,0.156,-7.215,1,0.504,My Funny Valentine,0.0347,256.01161,124.316,0.125,3,0.937,3CsGqy0ajJSqIDBe8fWJWt,0.178
2318,0.0404,1,22050,Chaka Khan,0.715,280.8,280800,0.28222,0.925,0.0114,9,0.398,0.865,-9.96,0,0.362,My Love Is Alive,0.0477,277.60617,119.417,0.814,4,1.0,6bzmjQJNfXZnetWPICZ4co,0.804
2319,0.0404,1,22050,Chaka Khan,0.739,286.06667,286067,0.10449,0.704,0.324,4,0.0,0.0271,-8.181,1,0.015,Never Miss The Water,0.0421,266.3561,109.867,0.845,4,1.0,0JvSSPwlmpwwy2jGTPLddO,0.911
2320,0.978,1,22050,Chaka Khan,0.188,63.0,63000,0.0,0.0348,0.989,0,0.0,0.0977,-23.592,1,0.0,Night Moods,0.041,63.0,68.926,0.08,1,0.564,1nfyaywoNNc6uJvSKCC227,0.0373
2321,0.856,1,22050,Chaka Khan,0.462,345.12,345120,0.0,0.248,0.014,9,0.542,0.181,-10.957,1,0.567,One For All Time,0.0365,336.70095,99.042,0.009,4,0.791,6DVOThiin61bmeIwf6fzGx,0.276
2322,0.284,1,22050,Chaka Khan,0.61,115.44,115440,0.19156,0.822,0.0006,2,0.325,0.0682,-12.562,1,0.533,One Million Kisses,0.0306,108.54168,141.706,0.455,4,1.0,2T7WhrvUHRGbLDFv40qZA5,0.968
2323,0.671,1,22050,Chaka Khan,0.774,221.86667,221867,0.40503,0.504,0.00128,2,0.564,0.0484,-13.772,1,0.571,Ooh I Like Your Loving,0.0902,203.37197,97.192,0.635,4,1.0,0ubguWcjQjup8DNcQoLA8H,0.949
2324,0.192,1,22050,Chaka Khan,0.685,216.46667,216467,0.32499,0.769,0.00495,4,0.285,0.214,-6.671,0,0.298,Our Love's In Danger,0.0379,207.73152,119.383,0.91,4,1.0,1M4oJvmO6LhSSK7y3gP2QO,0.771
2325,0.809,1,22050,Chaka Khan,0.487,306.26667,306267,0.19102,0.433,9.29e-05,9,0.578,0.136,-14.229,1,0.451,Pack'd My Bags,0.0399,296.57687,97.697,0.325,4,0.752,2K7VnwwD3cEhlIoT0qjLhA,0.343
2326,0.182,1,22050,Chaka Khan,0.458,186.2,186200,0.40853,0.67,0.0151,7,0.136,0.0401,-7.207,0,0.363,Please Pardon Me (You Remind Me Of A Friend),0.064,173.54594,172.151,0.197,4,0.994,2zU3Kf2KL0RFfSwSb5b4H3,0.883
2327,0.000122,1,22050,Chaka Khan,0.483,185.70667,185707,0.45274,0.913,0.452,11,0.0,0.215,-3.998,0,0.0,Pop My Clutch,0.034,177.82422,144.036,0.529,4,1.0,0MZLwZDk69oK6OJXNtMsdA,0.583
2328,0.57,1,22050,Chaka Khan,0.483,283.82667,283827,0.34249,0.562,0.0,5,0.005,0.0649,-7.701,0,0.219,Roll Me Through The Rushes,0.0359,267.26168,133.561,0.543,4,0.943,2nzkP2GOLROei3I7vx8Vo1,0.462
2329,0.0518,1,22050,Chaka Khan,0.672,161.16,161160,0.48186,0.595,0.0,5,0.4,0.0882,-11.227,1,0.215,"Signed, Sealed, Delivered",0.0331,152.17197,108.897,0.789,4,1.0,4CB13d6Igb94cWMOQWY3JF,0.871
2330,0.0259,1,22050,Chaka Khan,0.782,240.28331,240283,0.18435,0.666,5.07e-06,9,0.424,0.125,-8.898,0,0.354,Sleep On It,0.0268,232.93098,120.033,0.862,4,1.0,0sKugsj4YDucL6bbGO9kuv,0.933
2331,0.417,1,22050,Chaka Khan,0.795,190.45333,190453,0.13365,0.616,0.0,1,0.009,0.349,-5.281,0,0.367,Some Love,0.06,182.2302,110.015,0.532,4,1.0,6ukMqDxnOPOgoHdak7Kyp3,0.815
2332,0.00128,1,22050,Chaka Khan,0.649,233.18476,233185,0.0,0.875,0.0,9,0.582,0.0486,-2.88,1,0.359,Spoon,0.0696,230.99791,166.927,0.147,4,1.0,2VgPA0WnwvE2nbltxa3BHz,0.557
